call_id,batch_id,user_id,timestamp,language,language_code,script,model,temperature,top_p,presence_penalty,frequency_penalty,base_prompt,modified_prompt,prompt_id,marker_info,used_invisible_markers,dream_number,batch_size,dream,status,duration_seconds,temporal_delay_seconds,start_time,end_time,session_id,temporal_dispersion,session_independence
d3bffd75-bc3a-41c4-a6db-6584c70c60ab,5b16ebca-c45c-464d-b995-40556576802f,2b29a897-2c3e-4da2-92d1-19c748403a74_68379,2025-06-25T15:41:43.844977,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,454efd73,none,False,11,50,"Sinoči sem sanjal o čudoviti pokrajini, kjer so se razprostirale zelene doline in cvetoči travniki, prepredeni z nežnimi potoki. Vse je bilo obdano z mirnim vzdušjem, ki je kar vabilo k raziskovanju. Na obzorju so se dvigale gore, katerih vrhovi so bili pokriti s snegom, medtem ko je sonce počasi vzhajalo in obarvalo nebo v prelivajoče se odtenke rožnate in oranžne. Medtem ko sem hodil po tej deželi, sem srečal prijazne ljudi, ki so me povabili v svoje domove in mi ponudili okusno hrano. Počutil sem se kot del te skupnosti, kjer je vsak dan prinašal nove možnosti za srečo in harmonijo.",success,6.705,0.0,2025-06-25T15:41:37.140375,2025-06-25T15:41:43.844942,20250625_154026,0,True
19a7d8cc-6bc2-473e-8ce8-80724ec493b3,5b16ebca-c45c-464d-b995-40556576802f,b99edd86-0f38-40de-bd0d-c704d0cea58e_74989,2025-06-25T15:41:49.297908,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,a754ba3f,none,False,12,50,"…čarobnem vrtu, polnem pisanih rož in dišečih dreves. Po stezicah so tekali pisani metulji, v daljavi pa je bil pravljični grad. Občutek sreče in miru me je popolnoma prevzel, kot da sem se znašel v popolnoma drugem svetu. Ko sem se sprehajal po vrtu, sem srečal prijazne ljudi, ki so mi pripovedovali zgodbe o tem čarobnem kraju. Bilo je resnično nepozabno doživetje, polno lepote in skrivnosti.",success,3.936,0.0,2025-06-25T15:41:45.361431,2025-06-25T15:41:49.297875,20250625_154026,0,True
9083668a-0349-4422-94ab-c8c1d2b64921,5b16ebca-c45c-464d-b995-40556576802f,ee040850-a22c-4f2d-abbc-9078aa03b606_28174,2025-06-25T15:41:56.029793,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,5875396b,none,False,13,50,"Sinoči sem sanjal o čudovitem potovanju na tropski otok, kjer sem se sprehajal po belih peščenih plažah, občudoval turkizno modro morje in raziskoval bujne zelene gozdove. Med sanjami sem srečal prijazne domačine, ki so me naučili o njihovi kulturi in običajih. Celotna izkušnja je bila neverjetno sproščujoča in osvežujoča, kot da sem pobegnil od vsakodnevnega stresa in se popolnoma potopil v ta rajski svet.",success,4.154,0.0,2025-06-25T15:41:51.875698,2025-06-25T15:41:56.029772,20250625_154026,0,True
64db4088-c07d-434f-901b-706695894cc7,5b16ebca-c45c-464d-b995-40556576802f,f50834fe-704a-4ce8-824e-416cdf64275c_43850,2025-06-25T15:42:10.094351,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,83e0e9a7,none,False,14,50,"Sinoči sem sanjal o sprehodu po čudovitem gozdu, kjer so drevesa segala visoko v nebo, njihovi listi pa so se lesketali v sončni svetlobi. Med potjo sem srečal različne živali, ki so bile nenavadno prijazne, in z vsakim korakom sem se počutil bolj povezan z naravo. Ob koncu poti sem prispel do mirnega jezera, kjer sem se usedel na obalo in opazoval sončni zahod, ki je barval nebo v čudovite odtenke roza in oranžne. Bilo je izjemno pomirjujoče in navdihujoče doživetje.",success,12.292,0.0,2025-06-25T15:41:57.802087,2025-06-25T15:42:10.094322,20250625_154026,0,True
15a5e3a8-a04e-4fea-ac09-a2a3a7222f04,5b16ebca-c45c-464d-b995-40556576802f,d3e3bc17-c21d-412b-b1cc-61d8318971b9_89942,2025-06-25T15:42:15.883214,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,1bd51960,none,False,15,50,"Sinoči sem sanjal o čarobnem gozdu, polnem skrivnostnih bitij in svetlečih se rastlin. Gozd je bil prepreden s skrivnostnimi potmi, ki so vodile do skritih kotičkov, kjer so se odvijale nenavadne in čudovite stvari. Počutil sem se, kot da sem del pravljičnega sveta, kjer je vse mogoče in kjer me na vsakem koraku čakajo nova presenečenja.",success,3.824,0.0,2025-06-25T15:42:12.059580,2025-06-25T15:42:15.883175,20250625_154026,0,True
6e7b5616-a0de-4d7e-a3b6-edc2c0be1644,5b16ebca-c45c-464d-b995-40556576802f,d584375c-e365-47d6-8863-1ffe34ea43ba_87595,2025-06-25T15:42:22.735751,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,a88d451d,none,False,16,50,"dragi prijateljici, ki je že dolgo nisem videl. V sanjah sva se sprehajala ob obali, medtem ko je sonce zahajalo. Pogovarjala sva se in smejala, kot da nikoli ni minilo toliko časa od najinega zadnjega srečanja. Bilo je prijetno in pomirjujoče, kot da so se vse skrbi in stres vsakodnevnega življenja za trenutek razblinili. Ko sem se zbudil, sem čutil toplino in nostalgijo ter hkrati tudi željo, da bi jo čim prej spet srečal in obudil najino prijateljstvo.",success,5.111,0.0,2025-06-25T15:42:17.624975,2025-06-25T15:42:22.735694,20250625_154026,0,True
4505465f-400c-4076-9511-2023da46a451,5b16ebca-c45c-464d-b995-40556576802f,32d87a13-d515-41b6-9bcd-b76a6c517a52_75801,2025-06-25T15:42:30.591229,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,2a656b7d,none,False,17,50,"Sinoči sem sanjal o čarobnem gozdu, polnem svetlečih bitij in skrivnostnih poti. Med drevesi sem se počutil mirno in spokojno, vsak korak pa me je vodil globlje v srce te očarljive pokrajine. Na koncu poti sem naletel na starodavni vodnjak, iz katerega je sijala mehka svetloba. Občutek je bil, kot da sem našel nekaj pomembnega, kar mi bo spremenilo življenje. Ko sem se zbudil, sem bil prežet z občutkom radovednosti in navdiha, ki me spremljata še danes.",success,6.244,0.0,2025-06-25T15:42:24.347058,2025-06-25T15:42:30.591193,20250625_154026,0,True
3c58d109-c3e1-4518-a244-08d3c82662ea,5b16ebca-c45c-464d-b995-40556576802f,c3f69266-e293-48b9-b053-846ea5076413_69748,2025-06-25T15:42:37.233580,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj:⁠ Sinoči sem sanjal o…,92dcaea8,marker_2_middle,True,18,50,"Sinoči sem sanjal o potovanju na čudovit tropski otok, kjer sem se sprehajal po belih peščenih plažah in užival v toplem soncu. V sanjah sem raziskoval džunglo, odkrival skrite slapove in se potapljal v kristalno čistem morju, polnem pisanih rib. Vsak trenutek je bil poln miru in vznemirjenja, z občutkom popolne svobode in brezskrbnosti. Ko sem se zbudil, sem si želel, da bi lahko ostal tam še malo dlje.",success,4.356,0.0,2025-06-25T15:42:32.877208,2025-06-25T15:42:37.233462,20250625_154026,0,True
1ba8e094-c944-4c15-87f4-74b286c133b3,5b16ebca-c45c-464d-b995-40556576802f,c68060fb-0bc0-4ad3-ba51-ad2d237eb198_67840,2025-06-25T15:42:43.879861,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,7ed6311b,none,False,19,50,"Sinoči sem sanjal o tem, kako sem potoval po čudoviti pokrajini, polni zelenih hribov in cvetočih dreves. Nebo je bilo jasno in modro, sonce pa je prijetno grelo. Med potjo sem srečeval prijazne ljudi, ki so me pozdravljali z nasmehom. Vsaka srečana oseba mi je pripovedovala zanimive zgodbe o svojih avanturah in življenju. Bilo je, kot da se vse moje sanje in želje uresničujejo v tem čarobnem svetu.",success,5.05,0.0,2025-06-25T15:42:38.829602,2025-06-25T15:42:43.879826,20250625_154026,0,True
67fc31cb-f85f-4986-8c44-78380ba16d3b,5b16ebca-c45c-464d-b995-40556576802f,f6b5c2af-acd6-482a-b45e-ddae1fadbdfd_88619,2025-06-25T15:42:53.862189,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,bb6c982f,none,False,20,50,"žarečem sončnem zahodu nad mirnim morskim obzorjem. Nebo je bilo obarvano z različnimi odtenki oranžne, roza in vijolične, ki so se nežno zlivali drug v drugega. Na obali sem stal bos, občutil sem mehak pesek pod nogami in rahel vetrič, ki mi je lahno mršil lase. Okoli mene so bili prijatelji, vsi nasmejani in srečni, medtem ko smo skupaj opazovali, kako sonce počasi tone za obzorje. Ta trenutek je bil poln miru in radosti, občutek povezanosti z naravo in ljudmi pa je bil neizmerno močan. Ko sem se prebudil, je bil v meni še vedno občutek topline in sreče.",success,7.732,0.0,2025-06-25T15:42:46.129991,2025-06-25T15:42:53.862115,20250625_154026,0,True
92f816cd-2aed-471b-8aa4-2d5331ebbea6,5b16ebca-c45c-464d-b995-40556576802f,892ff5d8-8dea-4b92-a1d9-9f68678e55ba_31520,2025-06-25T15:42:59.467826,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,5ab5ab47,none,False,21,50,"Sinoči sem sanjal o čudovitem vrtu, polnem pisanega cvetja in visokih dreves, ki so se nežno pozibavala v vetru. Sredi vrta je bil majhen ribnik, v katerem so plavale zlate ribice, in nad njim je bila lesena klop, na kateri sem sedel ter občudoval spokojnost in lepoto tega kraja. Občutek miru je bil tako resničen, da sem se zbudil s prijetnim občutkom sreče in sprostitve.",success,3.959,0.0,2025-06-25T15:42:55.508784,2025-06-25T15:42:59.467788,20250625_154026,0,True
23e8d07a-7799-405d-a050-13d64f232e9f,5b16ebca-c45c-464d-b995-40556576802f,29872b7d-f4f9-4fd1-a39f-854f2c3ddd53_61582,2025-06-25T15:43:07.866374,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,348ab7dc,none,False,22,50,"žarečem sončnem zahodu nad mirnim jezerom. Voda je bila gladka kot steklo, odsevala je čudovite barve neba, ki so se prelile iz oranžne v rožnato in vijolično. Ob obali so rasla mogočna drevesa, njihovi listi so rahlo šelesteli v vetru in ustvarjali prijetno melodijo narave. Bil sem tam, na majhnem čolnu, opazoval to čarobno prizorišče in občutil globok mir. Pogled na to čudovitost je bil tako resničen, da sem ob prebujanju še vedno čutil toplino sončnih žarkov na svoji koži.",success,5.615,0.0,2025-06-25T15:43:02.251442,2025-06-25T15:43:07.866353,20250625_154026,0,True
741f70eb-6f2e-4d5d-813a-53bf3877d321,5b16ebca-c45c-464d-b995-40556576802f,5a3b473e-0658-4817-a507-80560e50befa_84748,2025-06-25T15:43:17.679488,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,da8c21f9,none,False,23,50,"Sinoči sem sanjal o magičnem gozdu, polnem čudovitih bitij in svetlečih se dreves. V sanjah sem hodil po mehki gozdni poti, obdan z neštetimi barvami cvetlic in poslušal melodijo ptičjega petja. Nenadoma sem zagledal starodaven vodnjak na sredi jase, iz katerega je žuborel kristalno jasen potoček. Ko sem se sklonil, da bi se napil vode, se je pred menoj pojavil moder starodavni modrec, ki mi je začel pripovedovati starodavne zgodbe tega čarobnega kraja. Vse je bilo tako resnično, da sem ob prebujanju kar nekaj trenutkov potreboval, da sem se vrnil v resničnost.",success,6.971,0.0,2025-06-25T15:43:10.707989,2025-06-25T15:43:17.679409,20250625_154026,0,True
e4767fc7-22a1-40f5-89bd-6b2a92cb412a,5b16ebca-c45c-464d-b995-40556576802f,0c60d542-1600-432b-a8fa-71ca0c605a06_50931,2025-06-25T15:43:25.335531,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…​,fa47534f,marker_1_suffix,True,24,50,"Sinoči sem sanjal o tem, da sem potoval po neznani deželi, kjer so bile barve neba in pokrajine povsem drugačne od tistih, ki jih poznam. Srečal sem nenavadna bitja, ki so me prijazno vodila skozi skrivnostne gozdove in ob veličastnih gorah. Med potjo sem naletel na starodavno mesto, polno čarobne arhitekture, kjer je vse sijalo v zlati svetlobi. Tam sem našel skriti zaklad, ki pa ni bil iz zlata ali draguljev, temveč iz modrosti in znanja. Ko sem se prebudil, sem občutil globok mir in navdih za nov dan.",success,5.1,0.0,2025-06-25T15:43:20.235016,2025-06-25T15:43:25.335453,20250625_154026,0,True
fbefba26-cdbe-4a25-be5d-e3c39d548884,5b16ebca-c45c-464d-b995-40556576802f,82876333-55c7-4ac8-910a-f01f43b45201_54125,2025-06-25T15:43:32.276994,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,4d0a42e1,none,False,25,50,"prekrasnem zvezdnatem nebu, ki se je razprostiralo nad mirnim jezerom. Voda je bila tako mirna, da je odsevala zvezde kot ogledalo. V sanjah sem se počutil povsem sproščeno in povezan z vesoljem. Ob meni so bili prijatelji, s katerimi smo v tišini opazovali to naravno čudo. Bil je to občutek brezčasnosti in popolnega miru, ki ga bom poskušal ohraniti tudi v budnem življenju.",success,4.26,0.0,2025-06-25T15:43:28.017363,2025-06-25T15:43:32.276964,20250625_154026,0,True
3d206feb-b4fa-463a-8223-e5e025d9ddba,5b16ebca-c45c-464d-b995-40556576802f,b141b380-4301-4e6a-9079-57375bc70c17_44589,2025-06-25T15:43:40.138090,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…<!-- -->,5ae2f8a4,marker_0_suffix,True,26,50,"Sinoči sem sanjal o tem, kako sem se sprehajal po čarobnem gozdu, polnem svetlikajočih se lučk. Drevesa so bila visoka in mogočna, njihove veje pa so se nežno zibale v ritmu vetra. Na tleh so rasle nenavadne rože, ki so oddajale prijeten vonj vanilije in cimeta. Med sprehodom sem naletel na skrivnostno jezero, ki je bilo tako mirno, da je odsevalo zvezdno nebo. Ob obali jezera je sedel modri starec, ki mi je ponudil kozarec čarobnega napitka. Ko sem ga popil, sem začutil nenavadno toplino in spokojnost ter se zavedel, da je vse okoli mene le sanje.",success,4.996,0.0,2025-06-25T15:43:35.141646,2025-06-25T15:43:40.137971,20250625_154026,0,True
ed1dc481-716b-4ca9-aa7c-c103c1eaac31,5b16ebca-c45c-464d-b995-40556576802f,ebd7b028-47d0-4cbd-92be-93a856d54aa5_80988,2025-06-25T15:43:47.783729,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,c9251317,none,False,27,50,"Sinoči sem sanjal o tem, da sem bil na čarobnem otoku, kjer so drevesa govorila in reke pele melodije. Na otoku sem srečal prijazne živali, ki so me vodile skozi gozdove in travnike, dokler nisem prišel do kristalnega jezera, ki je sijalo v vseh barvah mavrice. Ob jezeru sem spoznal modrega starega moža, ki mi je povedal skrivnost o tem, kako najti notranji mir in srečo. Prebudil sem se z občutkom globokega zadovoljstva in hvaležnosti.",success,5.107,0.0,2025-06-25T15:43:42.677061,2025-06-25T15:43:47.783705,20250625_154026,0,True
fcaaa8bc-0ed4-41fb-b8eb-c68a2427ba2c,5b16ebca-c45c-464d-b995-40556576802f,be01ef16-0a8c-4973-a53f-ba13acbbc028_73844,2025-06-25T15:43:55.613460,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…﻿,93f1278c,marker_3_suffix,True,28,50,"Sinoči sem sanjal o čudoviti pokrajini, polni pisanih cvetlic in visokih dreves, med katerimi je tekel kristalno čist potok. Po poti ob potoku sem se sprehajal v družbi starih prijateljev, ki jih že dolgo nisem videl. Pogovarjali smo se in smejali, kot da se nikoli nismo ločili. Na nebu je sijalo sonce v toplih odtenkih oranžne in rožnate, ki so se odražali v vodi. Bilo je spokojno in pomirjujoče, kot da sem našel svoj mali košček raja.",success,5.404,0.0,2025-06-25T15:43:50.209702,2025-06-25T15:43:55.613423,20250625_154026,0,True
132115ee-b89b-4b0a-887c-50e78f1063ac,5b16ebca-c45c-464d-b995-40556576802f,f33ddb8f-9439-4360-9985-8e9f80ba23eb_54361,2025-06-25T15:44:01.623020,slovenian,sl,Latin,gpt-4o,0.8,1.0,0.1,0.0,Dokončaj: Sinoči sem sanjal o…,Dokončaj: Sinoči sem sanjal o…,e84ed9d5,none,False,29,50,"Sinoči sem sanjal o tem, kako sem se sprehajal po prelepi obali, kjer je sonce ravno vzhajalo in osvetljevalo mirno morje. Ob meni so bili prijatelji, s katerimi smo se smejali in uživali v prijetnem jutru. V sanjah sem čutil popoln mir in srečo, kot da so vsi problemi iz realnega sveta izginili. Ko smo nadaljevali sprehod, so se prikazali živahni trgi polni barvitih stojnic, kjer so domačini ponujali eksotične sadeže in ročne izdelke. Vse skupaj je delovalo kot popoln dan na sanjskem otoku.",success,3.943,0.0,2025-06-25T15:43:57.679550,2025-06-25T15:44:01.622997,20250625_154026,0,True
