dream_id,language,anxiety_score,hostility_score,social_alienation_score,positive_affect,negative_affect,peace,wonder,joy,fear,sadness,emotional_balance,total_emotional_content
f0fdf592-4c43-4bc0-bb08-1dde31762264,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
c5e1acd3-e2ee-4861-b468-98d27ac307f1,english,0.0,0.0,0.7142857142857143,2,0,4,1,0,0,0,2,7
3692ea73-a910-4f97-b172-ee9346c08011,english,0.0,0.0,1.0,0,0,1,2,0,0,0,0,3
6958fb88-2b24-4740-8202-847ef80fc51d,english,0.0,0.0,0.8,1,0,3,1,0,0,0,1,5
5bbb3fb1-053c-4b67-ba86-47b8e84bd56a,english,0.0,0.0,0.8333333333333334,1,0,4,1,0,0,0,1,6
7a8c517f-03f1-4080-97fc-b2e54136d353,english,0.0,0.0,0.8,1,0,2,2,0,0,0,1,5
574c4cc8-045c-4608-8a1d-8e3cc24b7b81,english,0.0,0.0,0.6666666666666667,1,0,0,2,0,0,0,1,3
e2cb3c8b-de60-4215-a487-e4489f1c542b,english,0.0,0.0,0.8,2,0,5,3,0,0,0,2,10
e604f16b-18cd-4577-b18d-377073396591,english,0.0,0.0,0.7142857142857143,2,0,3,2,0,0,0,2,7
281d7604-aae0-4d9e-a8d6-6cb80936449b,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
d15700e3-5ce2-465d-bb30-e1d34a7c72ac,english,0.0,0.0,0.6363636363636364,4,0,4,3,0,0,0,4,11
c2d88fa5-5b52-426a-8951-52f9e2172deb,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
8f69c49c-87e8-4a32-a358-6ceb3e271c3a,english,0.0,0.0,1.0,0,0,2,1,0,0,0,0,3
05f8d92a-0215-4756-a7f7-44f848207e29,english,0.0,0.0,0.6666666666666667,3,0,5,1,0,0,0,3,9
1bedbfb3-129c-4d6f-840d-a7bd5db56be7,english,0.0,0.0,0.6666666666666667,1,0,2,0,0,0,0,1,3
bb75a415-ea50-4a69-8fc0-728b63e9b35e,english,0.0,0.0,0.6666666666666667,2,0,3,1,0,0,0,2,6
bc563da8-697b-4b2a-aae8-1640b05f6894,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
89ffa323-bd15-415e-b139-3faa6e48d5d9,english,0.0,0.0,0.5,2,0,2,0,0,0,0,2,4
237d7334-b785-44cc-ba5c-a7c43a1a49c5,english,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cfa54806-aba3-41e6-9ab0-84b3dd2eb104,english,0.0,0.0,1.0,0,0,3,1,0,0,0,0,4
6534a860-3a0a-4dcd-91ee-7c0968e0126b,english,0.0,0.0,0.33333333333333337,2,0,1,0,0,0,0,2,3
acdaced3-606a-4c58-9643-04e368134559,english,0.0,0.0,0.6666666666666667,1,0,1,1,0,0,0,1,3
7e78ae9e-0f89-43ea-87e7-48a9c6c5a6a8,english,0.0,0.0,0.5,2,0,2,0,0,0,0,2,4
4d944898-bd07-44e8-84d9-5e2386bed04c,english,0.0,0.0,0.5,1,0,1,0,0,0,0,1,2
483672ae-64aa-4383-8985-338422e992e5,english,0.0,0.0,0.6666666666666667,1,0,2,0,0,0,0,1,3
f11a0a6d-ff31-4f38-a257-ae636c1e13a2,english,0.0,0.0,0.6666666666666667,2,0,3,1,0,0,0,2,6
96dc2cf2-a318-4214-bf8d-800a50d63c03,english,0.0,0.0,0.5,2,0,2,0,0,0,0,2,4
b0d6c3d4-ddf4-4ccb-a67b-e77cbf1d5c66,english,0.0,0.0,0.5714285714285714,3,0,3,1,0,0,0,3,7
ac81736e-b707-452b-9ac7-89abff5c5526,english,0.0,0.0,0.6,2,0,3,0,0,0,0,2,5
3cb6e8b5-9bec-4652-974b-e831847cd9ce,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
0ae57942-dbea-4039-b5b5-3b79802e5262,english,0.0,0.0,0.6666666666666667,2,0,3,1,0,0,0,2,6
2507fb22-819d-431a-961b-8340cfbff3df,english,0.0,0.0,0.6666666666666667,1,0,2,0,0,0,0,1,3
74d52623-dd49-410d-af21-9005ec593758,english,0.0,0.0,0.6666666666666667,2,0,3,1,0,0,0,2,6
2e3167b4-0019-41e9-bb9d-bda884e2a3d4,english,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
b1122f72-883d-4fcf-a8b2-454d3d71d0d1,english,0.0,0.0,1.0,0,0,2,1,0,0,0,0,3
18bb6645-415b-49ca-98a4-ea5c13a1f802,english,0.0,0.0,0.8,1,0,3,1,0,0,0,1,5
4ef42d7e-72a5-4a80-88c8-c2e4ffebb267,english,0.0,0.0,0.8,1,0,3,1,0,0,0,1,5
eda2c7e9-a489-47c1-84c1-40cb733d95ad,english,0.0,0.0,1.0,0,0,3,1,0,0,0,0,4
8f39f039-4acc-4e51-960a-6eccd3fdfdab,english,0.0,0.0,0.6666666666666667,1,0,1,1,0,0,0,1,3
7be20675-7184-4738-ab9d-4c1583579f58,english,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
95e14970-b57a-4383-ab96-dbca08e0698a,english,0.0,0.0,0.6666666666666667,1,0,2,0,0,0,0,1,3
bb05e99f-6165-4c7e-b5fc-3ad3209fef69,english,0.0,0.0,1.0,0,0,1,1,0,0,0,0,2
263d8510-9a59-4382-90d0-1783b728ae9d,english,0.0,0.0,0.5,3,0,2,1,0,0,0,3,6
3262c790-51dc-4655-9916-ebeebd60cdce,english,0.0,0.0,0.6666666666666667,2,0,4,0,0,0,0,2,6
ed907084-6d18-439b-a245-2bc0a634a167,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
61fddccf-daa3-4530-a0c9-9c9ac33d3b8d,english,0.0,0.0,0.5714285714285714,3,0,4,0,0,0,0,3,7
f31f2d69-6a20-416f-b85e-c04401615af5,english,0.0,0.0,0.75,1,0,2,1,0,0,0,1,4
6afe4177-a19a-46ee-81a9-83a6e81dc4f1,english,0.0,0.0,0.5714285714285714,3,0,4,0,0,0,0,3,7
61b6f785-5e53-4c51-9b8b-c8ac15bbae89,english,0.0,0.0,0.6666666666666667,2,0,4,0,0,0,0,2,6
1a9fc2e1-aeda-4c9e-9e9f-4767051c9442,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
34367e00-2d45-4c2e-b13d-f7f396d51370,english,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1
2c4d0086-4d61-4138-9a69-1ef83613917a,english,0.0,0.0,1.0,0,0,0,2,0,0,0,0,2
c992298e-433c-4e1c-bcdc-d6aaee20bff1,english,0.0,0.0,0.8571428571428572,1,0,4,2,0,0,0,1,7
8a094373-3c95-4944-b93a-a8900e4098ac,english,0.0,0.0,0.8,1,0,3,1,0,0,0,1,5
9e20b1ca-3449-428a-affe-029e96f4148b,english,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1
34b059a0-1bc3-4d8f-887d-106c4c6d749a,english,0.0,0.0,0.6666666666666667,1,0,1,1,0,0,0,1,3
eb69f2e4-ee75-4a13-8c23-010c1715e4d5,english,0.0,0.0,0.8,1,0,2,2,0,0,0,1,5
7413b67e-de6b-433c-9d30-b1f180ecceb9,english,0.0,0.0,0.8,1,0,2,2,0,0,0,1,5
aa1905f2-1e88-4087-9aaf-baa872aa8fd6,english,0.0,0.0,0.6666666666666667,1,0,2,0,0,0,0,1,3
a1037708-ad47-4ec9-9eb0-85945210ebf0,english,0.0,0.0,1.0,0,0,2,0,0,0,0,0,2
c40c1f2d-faaa-4d95-9d75-5f0581d8e482,english,0.0,0.0,0.8,1,0,2,2,0,0,0,1,5
b7fa8ff8-cefd-4201-9093-c4e6a264e539,english,0.0,0.0,0.75,1,0,3,0,0,0,0,1,4
6bb7d1ea-da83-479d-a528-20be757f30ed,english,0.0,0.0,0.7142857142857143,2,0,4,1,0,0,0,2,7
1047711c-708d-4618-b1f0-3c71153c2609,english,0.0,0.0,0.6,2,0,3,0,0,0,0,2,5
2f866c73-e2e2-456d-acbb-5e47057ed3a6,english,0.0,0.0,1.0,0,0,0,2,0,0,0,0,2
56c78261-9d4a-4abb-a29c-6d9dba1d68be,english,0.0,0.0,1.0,0,0,1,1,0,0,0,0,2
c7080d49-2dd7-492e-bdc8-fbf107012f7d,english,0.0,0.0,0.8,1,0,4,0,0,0,0,1,5
11665733-e88a-4c33-a735-5b6a6e3c690f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d4bf9afb-0229-43d3-a91e-f4be9da66820,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8f8eac7f-46bb-4ba9-9378-24a3c149894c,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6f470241-72a9-4631-865d-de8aac3d3c69,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d96a434c-5e0a-4b3e-904c-a84eae7fa446,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cc16daae-cc48-4ca7-9843-794d44d0541a,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6cc9d4e3-0425-4680-9a03-965323471058,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1769a12a-62dd-4371-9888-801c75a1eaf3,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2f3861cd-8db9-411b-b155-9c5b7616bdb7,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
47cb6380-5ae4-4802-be73-1281238a81c9,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7f00a719-cc90-47d5-bde6-d734e9488a02,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
36f6ce2f-6c29-420f-8756-2c9c8c5ba810,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
29eaac81-3169-4842-869e-9cd92bb44bbb,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7039b38f-a279-45d4-8da9-17affbc977fd,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3e0c0eea-9f6b-4a9f-adf7-a89b305631ea,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5d08142f-3171-4c28-8559-e9325b17818c,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c83198ba-dabe-49b1-82bc-8bf3af0bcb17,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
fcf44f66-ad01-4d96-b2ee-e7ea90b50bc4,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c8f3c542-18c4-4c44-87ca-4d63c030aed2,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cafd3274-c643-4eb5-8c9b-8168d7d931f7,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
14c66150-b956-4e61-adb2-03200a1020ae,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ca883126-b502-4ba7-b8db-1f2890ee670f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
bea86f14-7fad-4342-b592-c423d8f5cca6,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
30353898-ccf5-4e90-ab6f-c6fd82f9fd14,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0a366393-5424-47f6-84d9-7d34fc207b0f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d0cfdc98-a303-43db-8bae-581daaae9911,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c40604f3-e3ad-4934-8433-43edc854ebf2,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ce67d811-7e61-4304-98df-ff45eddb563d,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7080d6c0-c2d0-44c6-8660-660d5b6a6048,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9ca62d67-8a57-4d67-978d-c36a40174311,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3123c59a-c8ef-46d0-8bee-a3471d639b2b,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8c990bb9-babd-4b8f-b192-2c56d7d74bd5,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
eb4cbbe6-4931-4bd1-9d3f-4b3203e279a3,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d42ee27f-d45c-4f22-bd51-1a5b7a1aa5e8,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
e564b815-e6a1-4a9a-8636-dc203e4fadf2,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
e5af2e09-004e-44c0-a1af-1c298ee161ec,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cdc3aeea-cfd4-4582-a387-4fb2d5fb3caa,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
030471e6-b5bb-406c-8e0a-3cf4b424d157,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
42aba69e-5c8e-444d-a2b2-906334ae4811,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9d7d23d8-3364-4e80-bc30-57a843702882,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
84c09495-c1e1-4484-87f2-a094cc8ea063,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c3a1f265-f856-4864-b215-42e94737a38f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
25638a33-131f-4691-a5a6-f3ae2d71be4f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
21fb1ac1-9648-4119-8035-f5db9b254954,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
217af415-9c4b-4ef8-b9c7-d642108c95bf,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
e353a194-d351-4010-9f97-94e3bec1d62f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ecd9c797-8e15-439c-b3aa-b244b44097ab,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a2767005-6384-481a-bade-dbfbeb38264a,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19a80389-464d-4aaa-9d39-ab4235a1f21c,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c7c13f30-8033-40cf-b53b-018749495531,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cac5927e-5518-4abd-900a-45815cfa1653,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ac8070a0-67ce-41a3-bdc6-7dc9d87c4353,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
bcc2ccfd-7e65-4f90-a435-9f99774d6690,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31e83ed4-5e42-4b30-9103-b645274669e5,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
cbe27be5-1d7a-466b-8100-4c4a70808976,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5c983353-ee04-4f3e-9354-54939a711c08,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
99ee693d-9ace-4284-82b8-0b250062e31e,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d95ff99f-ac7b-4bcb-b04f-5a0f32672748,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
90c42a3f-b5ff-48af-a0d5-dc405dc16230,basque,0.0,1.0,1.0,0,1,0,0,0,0,0,-1,1
507d44db-c186-4ac5-8a07-8b1f67ce9868,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d675073c-b801-41e1-ab8a-e71b2f8485a7,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5dd6f284-dad9-4dec-b398-bbb1dff835e2,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5c14b845-50cd-4518-ac6a-caf35fc17515,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6d48aac4-6bfb-4517-9e82-8be63449c188,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
42598479-8e1e-4f7c-87b4-ebf565738a48,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6cfc33a3-b21a-44d9-a7c6-8407c55db4d3,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0c8811ab-60bc-44c7-8501-cda83bdc9caa,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
89fe704b-bfba-4ffe-b352-76c36c262ed7,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
b10dbbfc-3879-48ca-92af-a2296ee7451c,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c20d2208-83a6-4314-8b43-90033470ee2f,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9ad44120-f8cc-4c12-aa4c-d5103354ede9,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
b8b5412e-ea2e-4897-869e-d6831a1f4cbd,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5a13d30a-ef2a-43d9-bcc0-e565406f2cc9,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
18324ad7-f12e-49ba-a9b7-b67a11e6c073,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6cc601ab-15b1-4a7d-9baf-646a11328549,basque,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a9dd9c1e-4fa9-44f7-a147-4dcd7329ea06,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
82467a15-fad1-493b-8b82-30bd2dad3255,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4a605a84-5331-4803-a16c-ae45962d03b5,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
b852b77a-a2dd-4956-91fb-e2df93155f3f,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0a7726aa-6a03-483e-8133-d8d453e3e636,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
71c81d3f-eae5-4dba-a036-da235b482079,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
88d0b945-3a0e-4b8c-999b-676a0749493d,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
311cf252-5675-4762-87fc-f98263899a53,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
49b7864b-77f5-4753-b22e-56f96cdafa25,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a992c704-047f-472f-8d99-50d0679dfb38,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d27a1f59-f04b-4451-83e7-e478e68634d8,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
dd1a6cd0-10a7-43fd-8353-f21d4d5cd4e3,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
14ea599a-5c5e-4067-9dc2-a848f1c5a599,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
49ecb080-eb5d-408f-a58b-57e17efd6e89,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9c9247d0-03e4-4923-8c44-947fccaafa45,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
01ceaad5-a7a9-4f87-b154-de037f3d8da0,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
47a2ea00-392a-4abb-86f4-0c70eeb817fc,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
c3890180-a760-4a02-aff5-5ffd22cd6023,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ed4d4c5a-493a-4028-b44f-b0c3754820b0,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
bf199dad-ced4-4901-be77-9a43a600e854,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
e5d6ae2f-3df7-43f2-a5e8-6c589b379259,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
329774b5-2d64-4943-81a1-13055ab99c49,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9db071b4-f8f8-42a2-876d-9a60ff55b2b3,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
52bade29-52fc-4943-909b-867708aabc48,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
58e7f280-5cf3-4dae-9886-b69e53017c42,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
bd9f70f6-a20e-43df-8fee-b5c9e10bfb67,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
e7ff51af-ac58-49f0-8343-0f48af358949,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
44054418-4e51-4615-8d68-245b87ce75cf,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3f8841a8-2f35-4958-94e4-80c0a0db4cf7,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
271030ad-3645-43ba-b672-6f6dff4aa4d1,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ac147d6d-942f-4d42-ab21-c70726ad76a5,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
918eb562-7509-4695-8fc6-5678c9d871a6,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4b339d55-cd8b-4e4f-8109-ac45146f37cc,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0cc94558-4b40-444a-927a-e066410f0810,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
31ff785d-b34c-4fc3-a788-842acff880e3,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2cdd0902-8868-4c44-99bb-9c6bc0092a3f,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
04a7d672-323d-4be0-b84c-9b1a065d8380,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
38a71aa2-77fe-42e7-8bfb-436197398c7e,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6bd9f693-c98c-4396-8eab-538b5b339064,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
d4a34faf-a38f-485e-97e6-35deddeb91eb,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
69485072-f5ad-47bb-b023-9d6e181b47f5,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
435fa332-25e9-41a4-ac2c-f8e73d77a379,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
69bd53c7-3a8e-4667-8bfb-4ebcceb45e04,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
13615320-2ee6-4031-9795-bbcdf6af0213,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5b5e19b8-b658-41e9-939e-cc90af335336,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
fb797366-06de-4a6b-b1e9-0bdb46560a03,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a5ae32c9-2a07-486a-b74a-ec58ab562778,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5ffa497c-e248-4f8d-8b44-ca586007a630,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8b22d0ac-e669-40f4-8105-83d783f9e4ea,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a539918b-13b9-4e72-a283-d790048384a0,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
a0c05664-dfce-46ea-a432-a76651c9ee57,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2b045485-3b15-4cf0-8b09-07f2ecb89539,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
87417fa3-3555-4c13-8273-8ebd7d36b03b,hebrew,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
